"http://www.w3.org/1999/02/22-rdf-syntax-ns#type","type"
"http://www.w3.org/ns/ldp#","W3C Linked Data Platform (LDP)"
"http://www.w3.org/2000/01/rdf-schema#subPropertyOf","subPropertyOf"
"http://www.w3.org/2002/07/owl#equivalentClass","equivalentClass"
"http://www.w3.org/2002/07/owl#equivalentProperty","equivalentProperty"
"http://www.w3.org/2002/07/owl#InverseFunctionalProperty","InverseFunctionalProperty"
"http://www.w3.org/2002/07/owl#SymmetricProperty","SymmetricProperty"
"http://www.w3.org/2002/07/owl#FunctionalProperty","FunctionalProperty"
"http://www.w3.org/2002/07/owl#inverseOf","inverseOf"
"http://www.w3.org/2002/07/owl#TransitiveProperty","TransitiveProperty"
"http://purl.org/dc/terms/created","dcterms:created"
"http://purl.org/dc/terms/created","created"
"http://purl.org/dc/terms/modified","modified"
"http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","Property"
"http://www.w3.org/2000/01/rdf-schema#label","label"
"http://www.w3.org/2002/07/owl#Thing","Thing"
"http://www.w3.org/2002/07/owl#Class","Class"
"http://www.w3.org/1999/02/22-rdf-syntax-ns#first","first"
"http://www.w3.org/2002/07/owl#Nothing","Nothing"
"http://www.w3.org/2002/07/owl#complementOf","complementOf"
"http://www.w3.org/1999/02/22-rdf-syntax-ns#rest","rest"
"http://www.w3.org/1999/02/22-rdf-syntax-ns#nil","nil"
"http://www.w3.org/2002/07/owl#unionOf","unionOf"
"http://www.w3.org/2000/01/rdf-schema#domain","domain"
"http://www.w3.org/2000/01/rdf-schema#range","range"
"http://www.w3.org/2002/07/owl#Ontology","Ontology"
"http://www.w3.org/2002/07/owl#imports","imports"
"http://www.w3.org/2000/01/rdf-schema#isDefinedBy","is defined by"
"http://www.w3.org/2000/01/rdf-schema#isDefinedBy","isDefinedBy"
"http://www.w3.org/2000/01/rdf-schema#comment","comment"
"http://www.w3.org/2002/07/owl#versionInfo","versionInfo"
"http://www.w3.org/2002/07/owl#priorVersion","priorVersion"
"http://www.w3.org/2000/01/rdf-schema#Class","Class"
"http://www.w3.org/2002/07/owl#OntologyProperty","OntologyProperty"
"http://www.w3.org/2002/07/owl#AnnotationProperty","AnnotationProperty"
"http://www.w3.org/1999/02/22-rdf-syntax-ns#List","List"
"http://www.w3.org/2002/07/owl#disjointWith","disjointWith"
"http://www.w3.org/2002/07/owl#differentFrom","differentFrom"
"http://www.w3.org/2002/07/owl#distinctMembers","distinctMembers"
"http://www.w3.org/2002/07/owl#AllDifferent","AllDifferent"
"http://www.w3.org/2002/07/owl#intersectionOf","intersectionOf"
"http://www.w3.org/2002/07/owl#oneOf","oneOf"
"http://www.w3.org/2002/07/owl#Restriction","Restriction"
"http://www.w3.org/2002/07/owl#onProperty","onProperty"
"http://www.w3.org/2002/07/owl#allValuesFrom","allValuesFrom"
"http://www.w3.org/2002/07/owl#hasValue","hasValue"
"http://www.w3.org/2002/07/owl#someValuesFrom","someValuesFrom"
"http://www.w3.org/2002/07/owl#minCardinality","minCardinality"
"http://www.w3.org/2002/07/owl#maxCardinality","maxCardinality"
"http://www.w3.org/2002/07/owl#cardinality","cardinality"
"http://www.w3.org/2002/07/owl#ObjectProperty","ObjectProperty"
"http://www.w3.org/2002/07/owl#DatatypeProperty","DatatypeProperty"
"http://www.w3.org/2000/01/rdf-schema#seeAlso","seeAlso"
"http://www.w3.org/2002/07/owl#backwardCompatibleWith","backwardCompatibleWith"
"http://www.w3.org/2002/07/owl#incompatibleWith","incompatibleWith"
"http://www.w3.org/2002/07/owl#DeprecatedClass","DeprecatedClass"
"http://www.w3.org/2002/07/owl#DeprecatedProperty","DeprecatedProperty"
"http://www.w3.org/2002/07/owl#DeprecatedProperty","deprecated property"
"http://www.w3.org/2002/07/owl#DataRange","DataRange"
"http://www.w3.org/2002/07/owl#sameAs","sameAs"
"http://www.w3.org/2002/07/owl#sameAs","same as"
"http://www.w3.org/2000/01/rdf-schema#subClassOf","subClassOf"
"http://courseware.rkbexplorer.com/ontologies/courseware","ReSIST Courseware Ontology"
"http://d-nb.info/standards/elementset/agrelon.owl#","AgRelOn, an Agent Relationship Ontology"
"http://data.ordnancesurvey.co.uk/ontology/geometry/","Geometry Ontology"
"http://data.ordnancesurvey.co.uk/ontology/spatialrelations/","Spatial Relations Ontology"
"http://def.seegrid.csiro.au/isotc211/iso19150/-2/2012/basic#ISOClassName","ISO Class name"
"http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral","PlainLiteral"
"http://www.w3.org/ns/hydra/core","The Hydra Core Vocabulary"
"http://lsdis.cs.uga.edu/projects/semdis/opus#","SwetoDblp Ontology"
"http://ns.cerise-project.nl/energy/def/cim-smartgrid","A CIM Profile for Smart Grids"
"http://open-services.net/ns/core#","Core"
"http://purl.org/NET/c4dm/event.owl","The Event ontology"
"http://purl.org/NET/c4dm/event.owl","Event Ontology"
"http://purl.org/NET/c4dm/timeline.owl","The Timeline ontology"
"http://purl.org/eis/vocab/daq#","Dataset Quality Vocabulary (daQ)"
"http://purl.org/net/ns/ex","Example vocabulary"
"http://purl.org/net/ns/ontology-annot","Ontology annotation DLiser vocabulary"
"http://purl.org/ontology/bibo/","Bibontology"
"http://purl.org/ontology/po/","Programmes ontology"
"http://purl.org/ontology/wo/","Wildlife Ontology"
"http://purl.org/stuff/rev#","RDF Review Vocabulary"
"http://data.semanticweb.org/ns/swc/ontology","Semantic Web Conference Ontology"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl","DOLCE+DnS Ultralite"
"http://qudt.org/schema/qudt","Quantities, Units, Dimensions and Types (QUDT) - Level 1"
"http://open-services.net/ns/asset#","Asset Management(Asset)"
"http://purl.org/swan/2.0/discourse-relationships/","Discourse relationships vocabulary v. 3.0"
"http://www.ontologydesignpatterns.org/cp/owl/participation.owl","participation"
"http://purl.org/olia/ubyCat.owl","ubyCat.owl"
"http://www.ontologydesignpatterns.org/cp/owl/sequence.owl","ordering"
"http://www.ontologydesignpatterns.org/cp/owl/sequence.owl","precedence"
"http://www.ontologydesignpatterns.org/cp/owl/sequence.owl","sequence"
"http://www.ontotext.com/proton/protontop","Proton Ontology"
"http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl","Lexical MetaModel Level 2"
"http://purl.org/ontology/ssso","SSSO"
"http://www.kanzaki.com/ns/whois","Who's who description vocabulary"
"http://linkeddata.finki.ukim.mk/lod/ontology/tao#","Transport Administration Ontology"
"http://vocab.getty.edu/ontology","Getty Vocabulary Program ontology"
"http://www.essepuntato.it/2013/03/cito-functions","CiTOFunction"
"http://www.kanzaki.com/ns/music","Music Vocabulary"
"http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl","information realization"
"http://www.openarchives.org/ore/terms/","The OAI ORE terms vocabulary"
"http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl","Connectivity types"
